id,ui,page,kind,element,type,reference,outcome,status,note
UI35.39,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.40,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI36.01,UI36,hr-employees,component,Employee directory,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI36.02,UI36,hr-employees,control,Employee directory · Open Employees,button,,NAV,PASS,Opened native Employees
UI36.03,UI36,hr-employees,control,Human Resources · Apply filters,button,,REQUEST,PASS,Reloaded its source; same data
UI36.04,UI36,hr-employees,control,Human Resources · Attendance,button,,STATE,PASS,State: section HR/Employees -> HR/Attendance
UI36.05,UI36,hr-employees,control,Human Resources · Clear,button,,REQUEST,PASS,Reloaded its source; same data
UI36.06,UI36,hr-employees,control,Human Resources · Company,select,,STATE,PASS,State: content changed (+10 rpc)
UI36.07,UI36,hr-employees,control,Human Resources · Department,select,,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI36.08,UI36,hr-employees,control,Human Resources · Employee or role,input[search],,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI36.09,UI36,hr-employees,control,Human Resources · Employees,button,,REQUEST,PASS,Reloaded its source; same data
UI36.10,UI36,hr-employees,control,Human Resources · From,input[date],,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI36.11,UI36,hr-employees,control,Human Resources · Include archived,input,,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI36.12,UI36,hr-employees,control,Human Resources · Next page,button,,STATE,PASS,State: content changed (+1 rpc)
UI36.13,UI36,hr-employees,control,Human Resources · Overview,button,,STATE,PASS,State: section HR/Employees -> HR/Overview
UI36.14,UI36,hr-employees,control,Human Resources · Previous page,button,,DISABLED,PASS,Disabled at a pagination boundary
UI36.15,UI36,hr-employees,control,Human Resources · Shifts,button,,STATE,PASS,State: section HR/Employees -> HR/Shifts
UI36.16,UI36,hr-employees,control,Human Resources · Status,select,,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI36.17,UI36,hr-employees,control,Human Resources · Time off,button,,STATE,PASS,State: section HR/Employees -> HR/Time off
UI36.18,UI36,hr-employees,control,Human Resources · To,input[date],,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI36.19,UI36,hr-employees,control,Human Resources · metric value,button,,REQUEST,PASS,Reloaded its source; same data
UI36.20,UI36,hr-employees,control,Human Resources · metric value,button,,STATE,PASS,State: content changed (+1 rpc)
UI36.21,UI36,hr-employees,control,Human Resources · metric value,button,,STATE,PASS,State: content changed (+1 rpc)
UI36.22,UI36,hr-employees,control,Human Resources · record row (sampled 2 of 6),button,,DIALOG,PASS,Dialog: the selected record's details
UI36.23,UI36,hr-employees,control,Human Resources · record row (sampled 2 of 6),button,,DIALOG,PASS,Dialog: the selected record's details
UI36.24,UI36,hr-employees,control,More,button,,STATE,PASS,State: menu opened
UI36.25,UI36,hr-employees,control,Refresh,button,,REQUEST,PASS,Reloaded its source; same data
UI36.26,UI36,hr-employees,nested control,[dialog: the selected record] Employee records · Attendance,button,,CLOSED,PASS,Closed its dialog or menu and loaded the linked view
UI36.27,UI36,hr-employees,nested control,[dialog: the selected record] Employee records · Shifts,button,,DISABLED,PASS,Disabled by state (disabled when shown)
UI36.28,UI36,hr-employees,nested control,[dialog: the selected record] Employee records · Time off,button,,CLOSED,PASS,Closed its dialog or menu and loaded the linked view
UI36.29,UI36,hr-employees,nested control,[dialog: the selected record] profile · Back to dashboard,button,,CLOSED,PASS,Closed its dialog or menu
UI36.30,UI36,hr-employees,nested control,[dialog: the selected record] profile · Close,button,,CLOSED,PASS,Closed its dialog or menu
UI36.31,UI36,hr-employees,nested control,[dialog: the selected record] profile · Open employee profile,button,,NAV,PASS,Opened native a record form
UI36.32,UI36,hr-employees,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI36.33,UI36,hr-employees,reference control,All departments …,reference control,present,REFERENCE-ONLY,PASS,Same filter operated in Odoo (the 'Department' selector)
UI36.34,UI36,hr-employees,reference control,All statuses …,reference control,present,REFERENCE-ONLY,PASS,Same filter operated in Odoo (the 'Status' selector)
UI36.35,UI36,hr-employees,reference control,Page 1,reference control x3,present,REFERENCE-ONLY,PASS,Page buttons operated in Odoo
UI36.36,UI36,hr-employees,reference control,Search employees…,reference control,present,REFERENCE-ONLY,PASS,Same search field operated in Odoo
UI36.37,UI36,hr-employees,reference control,checkbox,reference control,present,REFERENCE-ONLY,PASS,Same checkbox operated in Odoo
UI36.38,UI36,hr-employees,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI36.39,UI36,hr-employees,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI36.40,UI36,hr-employees,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI36.41,UI36,hr-employees,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI36.42,UI36,hr-employees,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI36.43,UI36,hr-employees,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
